"CountryCode","SeriesCode","DESCRIPTION",
"CZE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Year Book",
"CZE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Year Book",
"CZE","SP.DYN.TFRT.IN","Data source: Eurostat",
"CZE","SP.POP.TOTL","Data source: Eurostat",
"DEU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"DEU","SP.DYN.CBRT.IN","Data source: Eurostat",
"DEU","SP.DYN.CDRT.IN","Data source: Eurostat",
"DEU","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"DEU","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"DEU","SP.DYN.TFRT.IN","Data source: Eurostat",
"DEU","SP.POP.TOTL","Data source: Eurostat",
"DJI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"DJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"DJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DJI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"DMA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"DMA","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report",
"DMA","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report",
"DMA","SP.DYN.LE00.FE.IN","Data source: United Nations Population and Vital Statistics Report",
"DMA","SP.DYN.LE00.MA.IN","Data source: United Nations Population and Vital Statistics Report",
"DMA","SP.DYN.TFRT.IN","Data source: United Nations Population and Vital Statistics Report",
"DMA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"DNK","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"DNK","SP.DYN.CBRT.IN","Data source: Eurostat",
"DNK","SP.DYN.CDRT.IN","Data source: Eurostat",
"DNK","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Denmark",
"DNK","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Denmark",
"DNK","SP.DYN.TFRT.IN","Data source: Eurostat",
"DNK","SP.POP.TOTL","Data source: Eurostat",
"DOM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"DOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"DOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DOM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"DZA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"DZA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"DZA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"DZA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ECU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"ECU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ECU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ECU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"EGY","SG.GEN.PARL.ZS","Figures correspond to the results of elections to the Lower House completed in January 2012. Elections to the Upper House will be completed in early 2012.",
"EGY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"EGY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"EGY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"EGY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ERI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"ERI","SG.POP.MIGR.FE.ZS","There were no data on international migrants for the country or area concerned and that the estimates presented were imputed.",
"ERI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ERI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ERI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"ESP","SG.POP.MIGR.FE.ZS","Including Canary Islands, Ceuta and Melilla. Estimates were derived from data on the foreign-born population.",
"ESP","SP.ADO.TFRT","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.DYN.CBRT.IN","Data source: Eurostat",
"ESP","SP.DYN.CDRT.IN","Data source: Eurostat",
"ESP","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estadistica",
"ESP","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estadistica",
"ESP","SP.DYN.TFRT.IN","Data source: Eurostat",
"ESP","SP.POP.AG00.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG00.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG01.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG01.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG02.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG02.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG03.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG03.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG04.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG04.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG05.FE.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.AG05.MA.IN","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.BRTH.MF","Including Canary Islands, Ceuta and Melilla.",
"ESP","SP.POP.TOTL","Data source: Eurostat",
"EST","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"EST","SP.DYN.CBRT.IN","Data source: Eurostat",
"EST","SP.DYN.CDRT.IN","Data source: Eurostat",
"EST","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"EST","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"EST","SP.DYN.TFRT.IN","Data source: Eurostat, Statistical Office of Estonia",
"EST","SP.POP.TOTL","Data source: Eurostat",
"ETH","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"ETH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"ETH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"ETH","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FIN","SG.POP.MIGR.FE.ZS","Including Åland Islands. Estimates were derived from data on the foreign-born population.",
"FIN","SP.ADO.TFRT","Including Åland Islands.",
"FIN","SP.DYN.CBRT.IN","Data source: Eurostat",
"FIN","SP.DYN.CDRT.IN","Data source: Eurostat",
"FIN","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Finland",
"FIN","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Finland",
"FIN","SP.DYN.TFRT.IN","Data source: Eurostat",
"FIN","SP.POP.AG00.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG00.MA.IN","Including Åland Islands.",
"FIN","SP.POP.AG01.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG01.MA.IN","Including Åland Islands.",
"FIN","SP.POP.AG02.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG02.MA.IN","Including Åland Islands.",
"FIN","SP.POP.AG03.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG03.MA.IN","Including Åland Islands.",
"FIN","SP.POP.AG04.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG04.MA.IN","Including Åland Islands.",
"FIN","SP.POP.AG05.FE.IN","Including Åland Islands.",
"FIN","SP.POP.AG05.MA.IN","Including Åland Islands.",
"FIN","SP.POP.BRTH.MF","Including Åland Islands.",
"FIN","SP.POP.TOTL","Data source: Eurostat",
"FJI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"FJI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"FJI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FJI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FRA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"FRA","SL.EMP.1524.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.1524.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.1524.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.SMGT.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.TOTL.SP.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.UNDR.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.EMP.UNDR.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ACTI.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ACTI.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.CACT.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.CACT.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.TLF.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.1524.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.1524.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.ADVN.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.ADVN.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.BASC.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.BASC.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.INTM.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.INTM.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.NEET.FE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.NEET.MA.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.TOTL.FE.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SL.UEM.TOTL.MA.NE.ZS","For EU Labour Force Survey, data since 2014 include the French overseas departments (Guadeloupe, Martinique, Guyane, La Réunion), with the exception of Mayotte.",
"FRA","SP.DYN.CBRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.CDRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.LE00.FE.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.LE00.MA.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.DYN.TFRT.IN","Data source and note: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion.",
"FRA","SP.POP.TOTL","Data source: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Mayotte, and Réunion.",
"FRO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"FRO","SP.DYN.CBRT.IN","Data source: Statistics Faroe Islands",
"FRO","SP.DYN.CDRT.IN","Data source: Statistics Faroe Islands",
"FRO","SP.DYN.LE00.FE.IN","Data source: Statistics Faroe Islands",
"FRO","SP.DYN.LE00.MA.IN","Data source: Statistics Faroe Islands",
"FRO","SP.DYN.TFRT.IN","Data source: Statistics Faroe Islands",
"FRO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"FSM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"FSM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"FSM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"FSM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GAB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"GAB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GAB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GAB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GBR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GBR","SP.DYN.CBRT.IN","Data source: Eurostat",
"GBR","SP.DYN.CDRT.IN","Data source: Eurostat",
"GBR","SP.DYN.LE00.FE.IN","Data source: Eurostat, National Statistics",
"GBR","SP.DYN.LE00.MA.IN","Data source: Eurostat, National Statistics",
"GBR","SP.DYN.TFRT.IN","Data source: Eurostat",
"GBR","SP.POP.TOTL","Data source: Eurostat",
"GEO","NY.GDP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GDP.PCAP.KD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","NY.GNP.PCAP.PP.CD","Excludes Abkhazia and South Ossetia.",
"GEO","SG.GEN.PARL.ZS","Elections were held in November 2003. However, on 25 November 2003, the election results were annuled by the Supreme Court of Georgia. New elections will be held in March 2004.",
"GEO","SG.POP.MIGR.FE.ZS","Including Abkhazia and South Ossetia. Estimates were derived from data on the foreign-born population.",
"GEO","SP.ADO.TFRT","Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Abkhazia and South Ossetia.",
"GEO","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.0014.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.1564.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"GEO","SP.POP.65UP.TO.ZS","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG00.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG00.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG01.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG01.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG02.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG02.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG03.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG03.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG04.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG04.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG05.FE.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.AG05.MA.IN","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.BRTH.MF","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.DPND","Including Abkhazia and South Ossetia.",
"GEO","SP.POP.TOTL","Data source and note: GeoStats. Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas.",
"GHA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GHA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GHA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GHA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GIB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GIB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GIN","SG.GEN.PARL.ZS","The parliament was dissolved following the December 2008 coup",
"GIN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"GIN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GIN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GIN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GMB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GMB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GMB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GMB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GNB","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"GNB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GNB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GNQ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"GNQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GNQ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GRC","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GRC","SP.DYN.CBRT.IN","Data source: Eurostat",
"GRC","SP.DYN.CDRT.IN","Data source: Eurostat",
"GRC","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"GRC","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"GRC","SP.DYN.TFRT.IN","Data source: Eurostat",
"GRC","SP.POP.TOTL","Data source: Eurostat",
"GRD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GRD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"GRD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"GRD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"GRL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"GRL","SP.DYN.CBRT.IN","Data source: Statistics Greenland",
"GRL","SP.DYN.CDRT.IN","Data source: Statistics Greenland",
"GRL","SP.DYN.LE00.FE.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report",
"GRL","SP.DYN.LE00.MA.IN","Data source: Statistics Greenland, United Nations Population and Vital Statistics Report",
"GRL","SP.DYN.TFRT.IN","Data source: Statistics Greenland",
"GRL","SP.POP.TOTL","Data source: Statistics Greenland",
